start_node,end_node,start_lat,start_lon,end_lat,end_lon,length,duration,oneway
280838662,4559099100,53.2181866,8.5941007,53.2181461,8.5943026,14.177,1.7012399999999999,False
280838663,8251526827,53.2183082,8.5937504,53.2188134,8.5925171,99.49,11.938799999999999,False
280838663,280838662,53.2183082,8.5937504,53.2181866,8.5941007,26.959,3.2350799999999995,False
280838667,4559098221,53.218279,8.5959155,53.2182003,8.5955572,25.41,3.0492,False
280838667,8251526830,53.218279,8.5959155,53.2183643,8.5961814,20.084,2.41008,False
280838764,4559098221,53.218159,8.5953713,53.2182003,8.5955572,13.202,1.5842399999999999,False
280838764,280838661,53.218159,8.5953713,53.2181106,8.5950366,22.925,2.751,False
280838764,280848287,53.218159,8.5953713,53.2193387,8.5949222,134.542,16.145039999999998,False
280838764,7510957052,53.218159,8.5953713,53.2176597,8.5955663,57.018,6.84216,False
280838765,4597559669,53.2192691,8.5987644,53.2192231,8.5985648,14.239,1.70868,False
280838765,3089361858,53.2192691,8.5987644,53.2193276,8.5990795,21.964,2.63568,False
280838831,1574689291,53.2218711,8.5930089,53.2218641,8.5939039,59.589,4.290408,False
280838831,9881702151,53.2218711,8.5930089,53.2218783,8.5922746,48.892,3.5202240000000002,False
280838833,26083022,53.2193187,8.5912975,53.2199417,8.5897553,123.861,14.86332,False
280838833,26083029,53.2193187,8.5912975,53.2189697,8.5921355,67.962,8.15544,False
280838947,7482088700,53.2196572,8.5947876,53.2199606,8.5946654,34.704,4.16448,False
280838947,280848287,53.2196572,8.5947876,53.2193387,8.5949222,36.532,4.383839999999999,False
280839360,4381934152,53.2161025,8.5898037,53.2160221,8.5898401,9.263,1.1115599999999999,False
280839360,4381934209,53.2161025,8.5898037,53.2161956,8.5897033,12.323,1.4787599999999999,False
280839361,280839363,53.2158961,8.5898129,53.2150951,8.5894204,92.822,11.138639999999999,False
280839361,4381934140,53.2158961,8.5898129,53.2159643,8.5898401,7.797,0.9356399999999999,False
280839363,280839361,53.2150951,8.5894204,53.2158961,8.5898129,92.822,11.138639999999999,False
280839363,1574689228,53.2150951,8.5894204,53.2150376,8.5896705,17.838,2.14056,False
280839363,270168151,53.2150951,8.5894204,53.2157954,8.5862958,222.145,26.6574,False
280839622,280844196,53.2173325,8.598527,53.2173301,8.5971841,89.413,10.72956,False
280839622,7510957056,53.2173325,8.598527,53.2173281,8.5990427,34.34,4.1208,False
280839622,4383400533,53.2173325,8.598527,53.2172164,8.5985123,12.947,1.5536399999999997,False
280839622,4559098526,53.2173325,8.598527,53.2174017,8.5985257,7.695,0.9234,False
280839674,3612809958,53.2173136,8.6027667,53.2169922,8.6041628,99.588,11.950559999999998,False
280839674,1308272110,53.2173136,8.6027667,53.2173126,8.6026793,5.82,0.6984,False
280840137,3577147056,53.2163228,8.6006826,53.2163952,8.6006735,8.073,0.96876,False
280840137,4383400284,53.2163228,8.6006826,53.2163242,8.5993532,88.516,10.62192,False
280840141,280844459,53.2163286,8.5973281,53.2163331,8.5984174,72.531,8.70372,False
280840926,280840946,53.2200508,8.6090919,53.2196987,8.6088031,43.618,5.23416,False
280840926,10658444559,53.2200508,8.6090919,53.2201755,8.6099905,61.412,7.369439999999999,False
280840928,3612810030,53.2179672,8.6073914,53.2179205,8.6071592,16.309,1.95708,False
280840928,289614147,53.2179672,8.6073914,53.2180856,8.6074944,14.845,1.7813999999999999,False
280840928,289614094,53.2179672,8.6073914,53.2179059,8.6074784,8.945,1.0734,False
280840930,3612809964,53.2171176,8.6051625,53.2170255,8.6048009,26.164,3.13968,False
280840930,3612809989,53.2171176,8.6051625,53.2173422,8.6057104,44.21,5.3052,False
280840946,298916135,53.2196987,8.6088031,53.2191524,8.6083762,67.066,8.04792,False
280840946,280840926,53.2196987,8.6088031,53.2200508,8.6090919,43.618,5.23416,False
280840948,3612809958,53.2169846,8.6044991,53.2169922,8.6041628,22.407,2.68884,False
280840948,3612809964,53.2169846,8.6044991,53.2170255,8.6048009,20.603,2.47236,False
280840993,3612809989,53.2177488,8.6065455,53.2173422,8.6057104,71.664,8.59968,False
280840993,3612810030,53.2177488,8.6065455,53.2179205,8.6071592,45.101,5.41212,False
280841538,3577147056,53.2167622,8.6005725,53.2163952,8.6006735,41.359,4.96308,False
280841538,280836598,53.2167622,8.6005725,53.2173165,8.6004033,62.657,7.518839999999999,False
280841655,4383400606,53.216203,8.5950553,53.2172419,8.5956846,122.885,14.7462,False
280841655,1574689236,53.216203,8.5950553,53.2158103,8.5948158,46.487,5.57844,False
280842335,1574689227,53.2154266,8.5945077,53.214929,8.5942271,58.4,7.007999999999999,False
280842335,1574689236,53.2154266,8.5945077,53.2158103,8.5948158,47.341,5.6809199999999995,False
280843576,1574689222,53.214127,8.593181,53.2139872,8.5937937,43.659,5.2390799999999995,False
280843576,280843577,53.214127,8.593181,53.2143925,8.5921738,73.276,8.793119999999998,False
280843577,280843576,53.2143925,8.5921738,53.214127,8.593181,73.276,8.793119999999998,False
280843577,1574689223,53.2143925,8.5921738,53.2146507,8.5912318,68.983,8.27796,False
280844196,1575755925,53.2173301,8.5971841,53.2173351,8.5956931,99.275,11.913,False
280844196,280839622,53.2173301,8.5971841,53.2173325,8.598527,89.413,10.72956,False
280844455,4597559568,53.2188273,8.5973356,53.21858,8.596722,49.246,5.90952,False
280844455,1574689260,53.2188273,8.5973356,53.2190863,8.5980553,55.906,6.70872,False
280844455,280844456,53.2188273,8.5973356,53.2185534,8.5978058,43.676,5.24112,False
280844456,4559098529,53.2185534,8.5978058,53.2184071,8.5979785,19.921,2.3905199999999995,False
280844456,280844455,53.2185534,8.5978058,53.2188273,8.5973356,43.676,5.24112,False
280844457,4559098525,53.2180331,8.5982666,53.217792,8.5984077,28.408,3.40896,False
280844457,7628594030,53.2180331,8.5982666,53.2180416,8.5982608,1.021,0.12251999999999998,False
280844459,4383400459,53.2163331,8.5984174,53.2166077,8.5984399,30.571,3.66852,False
280844459,280840141,53.2163331,8.5984174,53.2163286,8.5973281,72.531,8.70372,False
280844459,8259252013,53.2163331,8.5984174,53.2163302,8.5987183,20.037,2.4044399999999997,False
280844894,3190976354,53.2240441,8.5992981,53.224532,8.5993412,54.328,3.911616,False
280844894,280844940,53.2240441,8.5992981,53.2236271,8.5992673,46.414,3.341808,False
280844940,280844894,53.2236271,8.5992673,53.2240441,8.5992981,46.414,3.341808,False
280844940,7436547017,53.2236271,8.5992673,53.2226337,8.5992019,110.547,7.959383999999999,False
280845866,3724710919,53.2290108,8.5948885,53.2290806,8.5949029,7.82,0.56304,False
280845866,1300538013,53.2290108,8.5948885,53.228948,8.5948785,7.015,0.50508,False
280846331,4011968138,53.2265564,8.5943199,53.2268514,8.5943842,33.081,2.381832,False
280846331,4426463322,53.2265564,8.5943199,53.2265501,8.5943183,0.709,0.051047999999999996,False
280846969,280846970,53.2237923,8.6072268,53.2238539,8.6071034,10.696,1.2835199999999998,False
280846969,280835029,53.2237923,8.6072268,53.2232388,8.6074376,63.126,7.575119999999999,False
280846970,3612810370,53.2238539,8.6071034,53.2243473,8.6044713,183.61,22.0332,False
280846970,280846969,53.2238539,8.6071034,53.2237923,8.6072268,10.696,1.2835199999999998,False
280846972,1582290001,53.2247435,8.6007772,53.2248797,8.5993629,95.36,11.4432,False
280846972,282423370,53.2247435,8.6007772,53.2246478,8.6020306,84.115,10.093799999999998,False
280847152,280847994,53.2255118,8.596454,53.2254891,8.5963236,9.04,0.6508799999999999,False
280847152,2680821336,53.2255118,8.596454,53.22572,8.5970482,45.832,3.299904,False
280847988,9881702120,53.2218533,8.5952719,53.2222098,8.5953529,40.006,4.80072,False
280847988,280836409,53.2218533,8.5952719,53.2218469,8.5958595,39.126,2.8170719999999996,False
280847988,2396842227,53.2218533,8.5952719,53.2218606,8.5947868,32.305,2.32596,False
280847989,10225303106,53.2228718,8.595474,53.2231234,8.5951505,35.306,4.236719999999999,False
280847989,3612810127,53.2228718,8.595474,53.2227689,8.5954808,11.451,1.37412,False
280847989,9881702131,53.2228718,8.595474,53.2229585,8.5956704,16.245,1.9494,False
280847990,10225303099,53.2232925,8.5949317,53.2234814,8.5949784,21.234,2.54808,False
280847990,1575755964,53.2232925,8.5949317,53.2231844,8.5949651,12.224,1.46688,False
280847992,9879435081,53.2246656,8.5953615,53.2246402,8.5956944,22.34,2.6807999999999996,False
280847992,8872343354,53.2246656,8.5953615,53.2246547,8.5952998,4.282,0.51384,False
280847993,1575755971,53.2246048,8.59616,53.224558,8.5965074,23.705,2.8446,False
280847993,10015391597,53.2246048,8.59616,53.2252385,8.5962772,70.895,8.507399999999999,False
280847993,1848072599,53.2246048,8.59616,53.2246289,8.5958434,21.246,2.54952,False
280847994,282424089,53.2254891,8.5963236,53.2254522,8.5961036,15.209,1.095048,False
280847994,280847152,53.2254891,8.5963236,53.2255118,8.596454,9.04,0.6508799999999999,False
280847994,10015391597,53.2254891,8.5963236,53.2252385,8.5962772,28.036,3.3643199999999998,False
280848287,280838947,53.2193387,8.5949222,53.2196572,8.5947876,36.532,4.383839999999999,False
280848287,280838764,53.2193387,8.5949222,53.218159,8.5953713,134.542,16.145039999999998,False
280849342,3612810960,53.2330846,8.6033682,53.2315279,8.601483,213.792,25.65504,False
280849342,3731827371,53.2330846,8.6033682,53.233643,8.6020613,106.871,5.4962228571428575,False
280849342,299811839,53.2330846,8.6033682,53.2326691,8.6043323,79.07,4.066457142857143,False
280849344,3612810922,53.2310524,8.600894,53.2309939,8.6007224,13.144,1.5772799999999998,False
280849344,3614971552,53.2310524,8.600894,53.231326,8.6012329,37.873,4.544759999999999,False
280849345,8599320828,53.2298519,8.5950623,53.2299493,8.5950792,10.889,0.7840079999999999,False
280849345,9879077385,53.2298519,8.5950623,53.2297095,8.5950329,15.955,1.14876,False
280849345,3612810861,53.2298519,8.5950623,53.2300406,8.5959776,64.436,7.7323200000000005,False
280849553,280879870,53.2334724,8.5951464,53.2343227,8.5951162,94.571,6.809112,False
280849553,280879339,53.2334724,8.5951464,53.2333473,8.5951499,13.912,1.001664,False
280849598,2295108688,53.2344542,8.600144,53.2345146,8.6000081,11.266,0.811152,False
280849598,3731827371,53.2344542,8.600144,53.233643,8.6020613,156.268,8.03664,False
280850103,3978242004,53.2317053,8.5803774,53.2317568,8.5804796,8.892,1.0670399999999998,False
280850104,3978242004,53.2320284,8.5825096,53.2317568,8.5804796,138.449,16.61388,False
280850104,2295107750,53.2320284,8.5825096,53.2313794,8.5826982,73.249,8.789879999999998,False
280850104,280850346,53.2320284,8.5825096,53.2326479,8.5823562,69.638,8.35656,False
280850126,280850346,53.2324337,8.5798616,53.2326479,8.5823562,167.735,20.1282,False
280850345,3978242158,53.2330712,8.582247,53.2329883,8.5812251,68.637,8.23644,False
280850345,8559075396,53.2330712,8.582247,53.2327325,8.5823344,38.108,4.572959999999999,False
280850345,3978242171,53.2330712,8.582247,53.233122,8.5822334,5.721,0.6865199999999999,False
280850346,280850126,53.2326479,8.5823562,53.2324337,8.5798616,167.735,20.1282,False
280850346,280850104,53.2326479,8.5823562,53.2320284,8.5825096,69.638,8.35656,False
280850346,8559075396,53.2326479,8.5823562,53.2327325,8.5823344,9.518,1.14216,False
280850348,2295107750,53.23128,8.5827008,53.2313794,8.5826982,11.054,1.3264799999999999,False
280850348,3978240139,53.23128,8.5827008,53.2312814,8.5837897,72.477,5.218344,False
280850348,2295107724,53.23128,8.5827008,53.2312789,8.5824524,16.534,1.9840799999999996,False
280850349,3978242158,53.2330045,8.5810832,53.2329883,8.5812251,9.615,1.1538,False
280851980,4384594965,53.2383607,8.5931419,53.2388314,8.5928909,54.94,3.9556799999999996,False
280851980,1580890674,53.2383607,8.5931419,53.2379151,8.5934075,52.607,3.7877039999999997,False
280852632,26083060,53.2310178,8.5683557,53.2310288,8.5697351,91.821,4.7222228571428575,False
280852632,2295107669,53.2310178,8.5683557,53.2310214,8.5671783,78.369,4.030405714285715,False
280853811,3505615923,53.2334849,8.5464425,53.2334946,8.546231,14.118,1.6941599999999999,False
280853811,3505615922,53.2334849,8.5464425,53.2334924,8.5466017,10.629,1.27548,False
280853811,3960674000,53.2334849,8.5464425,53.2334035,8.5464064,9.365,1.1238,False
280853812,3505615922,53.2322444,8.5481978,53.2334924,8.5466017,174.765,20.971799999999998,False
280853839,2295107941,53.2319947,8.5485029,53.2319517,8.5494765,64.978,3.3417257142857144,False
280853839,2295107951,53.2319947,8.5485029,53.2319969,8.5481943,20.541,1.0563942857142858,False
280853919,26083062,53.2312784,8.5604189,53.2311564,8.5624601,136.538,7.021954285714287,False
280853919,26083063,53.2312784,8.5604189,53.2314307,8.5579134,167.623,8.62061142857143,False
280853952,281225914,53.2344063,8.5420945,53.2336427,8.5423602,86.731,10.40772,False
280853952,2295108462,53.2344063,8.5420945,53.2344349,8.5413102,52.296,6.275519999999999,False
280854286,1580890664,53.2301274,8.5346874,53.2300661,8.5344494,17.246,2.06952,False
280854286,280855130,53.2301274,8.5346874,53.2298971,8.5351964,42.469,5.09628,False
280854286,280855906,53.2301274,8.5346874,53.2304729,8.5340263,58.415,7.009799999999999,False
280854289,8250853083,53.2295403,8.5297572,53.2296842,8.5310217,85.676,10.28112,False
280854493,280855906,53.23157,8.5317514,53.2304729,8.5340263,194.447,23.33364,False
280854493,280856241,53.23157,8.5317514,53.2315635,8.5315385,14.189,1.021608,False
280854493,3906345680,53.23157,8.5317514,53.231605,8.5323798,42.007,3.024504,False
280854496,252416599,53.2329961,8.5425813,53.2327925,8.5412831,89.321,10.71852,False
280854496,3505615919,53.2329961,8.5425813,53.2332315,8.5442362,113.213,13.585559999999997,False
280854496,8247824228,53.2329961,8.5425813,53.2332973,8.5424783,34.186,4.10232,False
280854765,280855796,53.2320729,8.5371207,53.2313593,8.5387287,133.233,15.98796,False
280854765,8228324635,53.2320729,8.5371207,53.2301256,8.5353985,245.001,29.400119999999998,False
280854765,280855076,53.2320729,8.5371207,53.2321202,8.5371544,5.718,0.68616,False
280854768,3906345578,53.2309451,8.5397116,53.2310693,8.5393969,25.09,3.0107999999999997,False
280854832,252416608,53.2304423,8.5406468,53.2305878,8.5408736,22.128,2.65536,False
280854832,7281757527,53.2304423,8.5406468,53.230277,8.5403748,25.8,3.096,False
280854853,252416606,53.2286222,8.537957,53.2285115,8.5377868,16.729,2.0074799999999997,False
280854853,280855691,53.2286222,8.537957,53.2293274,8.5364002,129.951,15.594119999999998,False
280854853,252416607,53.2286222,8.537957,53.2294819,8.5391323,123.525,14.823,False
280854947,3906345968,53.2326181,8.5402111,53.2324749,8.5402633,16.298,1.9557599999999997,False
280854947,280855076,53.2326181,8.5402111,53.2321202,8.5371544,210.847,15.180984,False
280854947,2295108120,53.2326181,8.5402111,53.2327542,8.5410519,57.972,4.173984,False
280854948,280855255,53.2320096,8.5407997,53.2311692,8.5393033,136.575,16.388999999999996,False
280854948,3906345879,53.2320096,8.5407997,53.2320799,8.5408343,8.149,0.9778799999999999,False
280855073,280855133,53.2343329,8.5365896,53.2335802,8.5376063,107.629,12.91548,False
280855073,3906346010,53.2343329,8.5365896,53.2345616,8.5363877,28.762,3.45144,False
280855075,281227034,53.2332055,8.5375512,53.2329228,8.5374106,32.798,3.93576,False
280855075,3960673989,53.2332055,8.5375512,53.2333652,8.5375881,17.927,2.1512399999999996,False
280855076,281227034,53.2321202,8.5371544,53.2329228,8.5374106,90.86,10.9032,False
280855076,280854765,53.2321202,8.5371544,53.2320729,8.5371207,5.718,0.68616,False
280855076,9947474248,53.2321202,8.5371544,53.2318842,8.5355831,107.826,7.763471999999999,False
280855076,280854947,53.2321202,8.5371544,53.2326181,8.5402111,210.847,15.180984,False
280855130,280855691,53.2298971,8.5351964,53.2293274,8.5364002,102.144,12.25728,False
280855130,280854286,53.2298971,8.5351964,53.2301274,8.5346874,42.469,5.09628,False
280855130,8228324635,53.2298971,8.5351964,53.2301256,8.5353985,28.749,3.4498799999999994,False
280855133,3960673989,53.2335802,8.5376063,53.2333652,8.5375881,23.938,2.8725599999999996,False
280855133,280855073,53.2335802,8.5376063,53.2343329,8.5365896,107.629,12.91548,False
280855184,3906346040,53.2355489,8.5348852,53.2354383,8.5350634,17.085,2.0502,False
280855184,271899367,53.2355489,8.5348852,53.2362042,8.5340017,93.631,11.235719999999999,False
280855255,280855796,53.2311692,8.5393033,53.2313593,8.5387287,43.698,5.24376,False
280855255,3906345578,53.2311692,8.5393033,53.2310693,8.5393969,12.736,1.52832,False
280855255,280854948,53.2311692,8.5393033,53.2320096,8.5407997,136.575,16.388999999999996,False
280855436,280855482,53.2298251,8.5375101,53.230487,8.5384746,97.665,11.7198,False
280855436,3906345133,53.2298251,8.5375101,53.2297982,8.537418,6.821,0.8185199999999999,False
280855438,1580890665,53.2309066,8.5375771,53.2301918,8.5367418,96.998,11.639759999999999,False
280855438,3906345442,53.2309066,8.5375771,53.2309416,8.5376595,6.725,0.8069999999999999,False
280855477,1580890670,53.2308052,8.5380414,53.2309352,8.5377436,24.533,2.94396,False
280855477,280855796,53.2308052,8.5380414,53.2313593,8.5387287,76.74,9.208799999999998,False
280855477,1580890668,53.2308052,8.5380414,53.2306028,8.5384752,36.609,4.39308,False
280855482,3906345368,53.230487,8.5384746,53.2305413,8.5385149,6.607,0.79284,False
280855482,280855436,53.230487,8.5384746,53.2298251,8.5375101,97.665,11.7198,False
280855512,280855691,53.229884,8.5371632,53.2293274,8.5364002,80.062,9.607439999999999,False
280855512,280855797,53.229884,8.5371632,53.2300802,8.5367379,35.74,4.2888,False
280855512,1580890662,53.229884,8.5371632,53.2298127,8.5373206,13.139,1.5766799999999999,False
280855691,280854853,53.2293274,8.5364002,53.2286222,8.537957,129.951,15.594119999999998,False
280855691,280855130,53.2293274,8.5364002,53.2298971,8.5351964,102.144,12.25728,False
280855691,280855512,53.2293274,8.5364002,53.229884,8.5371632,80.062,9.607439999999999,False
280855796,280854765,53.2313593,8.5387287,53.2320729,8.5371207,133.233,15.98796,False
280855796,280855255,53.2313593,8.5387287,53.2311692,8.5393033,43.698,5.24376,False
280855796,280855477,53.2313593,8.5387287,53.2308052,8.5380414,76.74,9.208799999999998,False
280855797,280855512,53.2300802,8.5367379,53.229884,8.5371632,35.74,4.2888,False
280855797,3906345285,53.2300802,8.5367379,53.2301209,8.5367153,4.769,0.57228,False
280855904,2295107838,53.2317766,8.5348666,53.2317054,8.5348672,7.917,0.9500399999999999,False
280855904,252416600,53.2317766,8.5348666,53.2317139,8.534333,36.194,2.6059680000000003,False
280855904,9947474248,53.2317766,8.5348666,53.2318842,8.5355831,49.167,3.540024,False
280855905,3906345592,53.2314295,8.534751,53.2312251,8.5346433,23.832,2.8598399999999997,False
280855905,2295107838,53.2314295,8.534751,53.2317054,8.5348672,31.639,3.79668,False
280855906,280854286,53.2304729,8.5340263,53.2301274,8.5346874,58.415,7.009799999999999,False
280855906,280854493,53.2304729,8.5340263,53.23157,8.5317514,194.447,23.33364,False
280855906,3906345568,53.2304729,8.5340263,53.2310324,8.5344997,69.738,8.368559999999999,False
280856004,3906346019,53.2351504,8.5359859,53.2350216,8.5361747,19.053,2.2863599999999997,False
280856004,3906346040,53.2351504,8.5359859,53.2354383,8.5350634,69.241,8.308919999999999,False
280856053,3616383907,53.2336213,8.5309727,53.2335362,8.5310647,11.271,1.35252,False
280856053,280856240,53.2336213,8.5309727,53.23374,8.5307681,18.964,2.2756799999999995,False
280856054,280856241,53.2323609,8.5312581,53.2315635,8.5315385,90.61,10.873199999999999,False
280856054,3616383904,53.2323609,8.5312581,53.2328203,8.531146,51.625,6.194999999999999,False
280856238,3616383909,53.2341525,8.5301834,53.2340796,8.5302301,8.682,1.0418399999999999,False
280856238,271899372,53.2341525,8.5301834,53.23484,8.5299383,78.168,9.38016,False
280856240,3733032028,53.23374,8.5307681,53.2339415,8.5304072,32.848,3.9417599999999995,False
280856240,280856053,53.23374,8.5307681,53.2336213,8.5309727,18.964,2.2756799999999995,False
280856241,280856054,53.2315635,8.5315385,53.2323609,8.5312581,90.61,10.873199999999999,False
280856241,2295107805,53.2315635,8.5315385,53.23156,8.5314524,5.744,0.413568,False
280856241,280854493,53.2315635,8.5315385,53.23157,8.5317514,14.189,1.021608,False
280856634,280857707,53.230491,8.5257045,53.2307011,8.5233809,156.415,18.769799999999996,False
280856634,282512881,53.230491,8.5257045,53.2301014,8.5293345,245.471,29.456519999999998,False
280856634,274944997,53.230491,8.5257045,53.230996,8.5256501,56.27,6.7524,False
280856637,1300475538,53.2322263,8.5182751,53.2323103,8.5175172,51.302,6.1562399999999995,False
280856637,2295107988,53.2322263,8.5182751,53.2321204,8.5193365,71.62,8.5944,False
280856639,280857714,53.2324079,8.5148344,53.2322673,8.5148439,15.647,1.87764,False
280856639,3320474989,53.2324079,8.5148344,53.232433,8.514583,16.964,2.0356799999999997,False
280856639,3320474985,53.2324079,8.5148344,53.232386,8.5152147,25.429,3.0514799999999997,False
280856662,280859238,53.2326196,8.5137366,53.232546,8.5140207,20.604,2.4724799999999996,False
280856662,281224540,53.2326196,8.5137366,53.2326963,8.5137727,8.861,0.637992,False
280856662,2295106477,53.2326196,8.5137366,53.2323438,8.5135877,32.229,2.3204879999999997,False
280856676,3524071447,53.2321164,8.5204074,53.2321151,8.5195361,57.993,6.95916,False
280856676,3524071449,53.2321164,8.5204074,53.232121,8.520949,36.052,4.326239999999999,False
280856678,3524071713,53.2323346,8.5172671,53.2323448,8.5170801,12.498,1.4997599999999998,False
280856678,1300475538,53.2323346,8.5172671,53.2323103,8.5175172,16.864,2.02368,False
280856679,3558486403,53.228206,8.5259621,53.2282012,8.5261058,9.58,1.1496,False
280856679,3611725701,53.228206,8.5259621,53.2281893,8.5257682,13.04,1.5647999999999997,False
280856932,274944998,53.2291672,8.5235228,53.2284474,8.5233033,81.361,9.76332,False
280856932,280856941,53.2291672,8.5235228,53.2289192,8.5258734,158.875,19.064999999999998,False
280856941,280856932,53.2289192,8.5258734,53.2291672,8.5235228,158.875,19.064999999999998,False
280857205,3558486403,53.2285514,8.5292536,53.2282012,8.5261058,213.119,25.574279999999998,False
280857707,274944990,53.2307011,8.5233809,53.2301419,8.5230887,65.151,7.818119999999999,False
280857707,274944989,53.2307011,8.5233809,53.2311855,8.5236217,56.197,6.74364,False
280857707,3733031437,53.2307011,8.5233809,53.2309277,8.5214723,129.512,15.54144,False
280857707,280856634,53.2307011,8.5233809,53.230491,8.5257045,156.415,18.769799999999996,False
280857710,1300475552,53.2311188,8.5197003,53.2313448,8.5176154,141.028,16.92336,False
280857710,3733031437,53.2311188,8.5197003,53.2309277,8.5214723,119.844,14.381279999999999,False
280857714,280856639,53.2322673,8.5148439,53.2324079,8.5148344,15.647,1.87764,False
280857714,3320474972,53.2322673,8.5148439,53.232174,8.514892,10.857,1.3028399999999998,False
280858234,3320474727,53.2306346,8.5160165,53.2307166,8.515996,9.22,1.1064,False
280858234,281225202,53.2306346,8.5160165,53.2300386,8.514875,100.821,12.098519999999999,False
280858234,3320474707,53.2306346,8.5160165,53.2305796,8.5160894,7.807,0.93684,False
280858235,3320474962,53.2315865,8.5159852,53.2320043,8.5151295,73.499,8.81988,False
280858235,3320474915,53.2315865,8.5159852,53.2315228,8.5161466,12.868,1.54416,False
280858235,3320474914,53.2315865,8.5159852,53.2315196,8.5159216,8.559,1.0270799999999998,False
280858237,3320474915,53.2314947,8.5162825,53.2315228,8.5161466,9.57,1.1483999999999999,False
280858237,1300475552,53.2314947,8.5162825,53.2313448,8.5176154,90.27,10.832399999999998,False
280859214,2295107555,53.2285316,8.5156864,53.2280986,8.5127512,201.225,24.147,False
280859214,281225139,53.2285316,8.5156864,53.2293197,8.5152587,92.141,11.05692,False
280859219,2295107555,53.2280112,8.512298,53.2280986,8.5127512,31.694,3.8032799999999995,False
280859238,280856662,53.232546,8.5140207,53.2326196,8.5137366,20.604,2.4724799999999996,False
280859238,2295108083,53.232546,8.5140207,53.2324701,8.5143586,24.021,2.88252,False
280859238,3320474990,53.232546,8.5140207,53.2324542,8.5140323,10.237,1.22844,False
280859452,281225139,53.2295592,8.5151304,53.2293197,8.5152587,27.967,3.3560399999999997,False
280859452,281225202,53.2295592,8.5151304,53.2300386,8.514875,55.952,6.714239999999999,False
280859453,3320474749,53.2310413,8.5143576,53.2308993,8.5144135,16.222,1.94664,False
280859453,3320474876,53.2310413,8.5143576,53.2311775,8.5143252,15.298,1.8357599999999998,False
280859455,3320474943,53.2318336,8.5142815,53.2317334,8.5142994,11.205,1.3446,False
280859455,3320474959,53.2318336,8.5142815,53.2319595,8.5142381,14.294,1.71528,False
280859889,7811511059,53.2292125,8.511976,53.2296445,8.512196,50.219,3.615768,False
280859889,8218744549,53.2292125,8.511976,53.2290493,8.5118949,18.933,1.363176,False
280859889,2295107598,53.2292125,8.511976,53.2292206,8.5103459,108.508,13.020959999999999,False
280879339,280849553,53.2333473,8.5951499,53.2334724,8.5951464,13.912,1.001664,False
280879339,2295108241,53.2333473,8.5951499,53.233275,8.5951522,8.041,0.578952,False
280879870,4384594958,53.2343227,8.5951162,53.2345695,8.5951093,27.447,1.976184,False
280879870,280849553,53.2343227,8.5951162,53.2334724,8.5951464,94.571,6.809112,False
280880327,280880449,53.2282253,8.5917806,53.2284322,8.592932,80.021,9.60252,False
280880327,282424185,53.2282253,8.5917806,53.22815,8.5917901,8.397,1.0076399999999999,False
280880329,3724710914,53.2287332,8.5948249,53.2287419,8.5946076,14.497,1.7396399999999999,False
280880329,1300538013,53.2287332,8.5948249,53.228948,8.5948785,24.15,1.7388,False
280880329,9719687179,53.2287332,8.5948249,53.2287001,8.5948172,3.716,0.267552,False
280880394,3724710913,53.2285381,8.5934837,53.2287478,8.5944615,69.137,8.296439999999999,False
280880394,280880449,53.2285381,8.5934837,53.2284322,8.592932,38.565,4.6278,False
280880441,280880443,53.2266782,8.5927652,53.2271388,8.5926598,51.695,6.203399999999999,False
280880441,3659410061,53.2266782,8.5927652,53.2265422,8.5927964,15.264,1.8316799999999998,False
280880441,3714229969,53.2266782,8.5927652,53.2267652,8.5932364,32.824,3.9388799999999993,False
280880443,280880445,53.2271388,8.5926598,53.2271814,8.5927106,5.82,0.6984,False
280880443,280880441,53.2271388,8.5926598,53.2266782,8.5927652,51.695,6.203399999999999,False
280880445,280880447,53.2271814,8.5927106,53.2272536,8.5931537,30.569,3.6682799999999998,False
280880445,280880443,53.2271814,8.5927106,53.2271388,8.5926598,5.82,0.6984,False
280880447,3659407388,53.2272536,8.5931537,53.2273502,8.5933086,14.889,1.7866799999999998,False
280880447,280880445,53.2272536,8.5931537,53.2271814,8.5927106,30.569,3.6682799999999998,False
280880448,3714230067,53.2274832,8.5933312,53.2277753,8.5932083,33.495,4.019399999999999,False
280880448,3659407388,53.2274832,8.5933312,53.2273502,8.5933086,14.865,1.7837999999999998,False
280880449,280880394,53.2284322,8.592932,53.2285381,8.5934837,38.565,4.6278,False
280880449,280880327,53.2284322,8.592932,53.2282253,8.5917806,80.021,9.60252,False
280880449,3714230067,53.2284322,8.592932,53.2277753,8.5932083,75.324,9.038879999999999,False
281051773,1580890673,53.2365227,8.5944285,53.2374508,8.5937723,112.06,8.06832,False
281051773,2295108654,53.2365227,8.5944285,53.235995,8.5947577,62.634,4.509648,False
281052095,26083019,53.2234044,8.5934805,53.2230718,8.5932479,40.094,2.886768,False
281052095,8497810532,53.2234044,8.5934805,53.2234697,8.5935087,7.5,0.54,False
281052239,9881702128,53.2232183,8.5962593,53.2231793,8.5961709,7.31,0.8771999999999999,False
281052239,9881698615,53.2232183,8.5962593,53.2233148,8.5962857,10.873,1.30476,False
281052240,10225312230,53.2244806,8.5965967,53.2244556,8.5965902,2.813,0.33755999999999997,False
281052240,3612810382,53.2244806,8.5965967,53.224537,8.5965683,6.55,0.7859999999999999,False
