node_id,latitude,longitude
466108304,53.2536675,8.5647791
466108312,53.2536808,8.5649316
466108317,53.2543483,8.5653951
466108320,53.2549235,8.565953
466108323,53.2554287,8.5663694
466108329,53.2535692,8.5656123
469192858,53.2281991,8.6483996
469215699,53.2446186,8.5630203
469215701,53.2434204,8.5700956
482839700,53.2479942,8.6064344
560312189,53.2481394,8.5571956
600878190,53.2541622,8.5975287
600882071,53.2589068,8.5878041
600882133,53.2620649,8.5944064
663053640,53.233027,8.5460635
663147565,53.2297448,8.5315539
663147579,53.2302378,8.5311932
795262767,53.2461158,8.6199867
917227935,53.2164874,8.651203
917227937,53.2180445,8.6496935
917227939,53.2089482,8.6610931
917227945,53.2150781,8.6527098
917227971,53.2197532,8.6481764
917227994,53.220828,8.6473083
917227997,53.2252211,8.6442501
917228000,53.2143508,8.6535338
917228036,53.2259626,8.6438229
917264406,53.2378727,8.638312
917264413,53.2779206,8.6341488
917264415,53.2569434,8.6354903
917264419,53.2332775,8.6400662
917264441,53.2438345,8.6366875
917264447,53.2784668,8.6339023
917264450,53.2689251,8.6362019
917264462,53.2788888,8.633703
917264465,53.2708851,8.6360756
917264466,53.2326103,8.6403548
917264472,53.280297,8.6329614
917264474,53.2727275,8.6358006
917264476,53.2622317,8.635823
917264478,53.2356602,8.6391391
917264487,53.2292416,8.6419617
917264494,53.2696053,8.6361662
917264499,53.226398,8.6435604
917264502,53.2498245,8.6357499
917264510,53.2731618,8.6357156
917264519,53.2663109,8.6361396
917264532,53.2449099,8.6364754
917264540,53.2508051,8.6356424
917264545,53.234507,8.6395741
917264547,53.2390326,8.6379624
917264562,53.242687,8.636952
917264577,53.275979,8.6349279
1139501854,53.224974,8.5898126
1139501920,53.2285194,8.588145
1139515754,53.2291708,8.5849057
1204055483,53.2316973,8.5935079
1204058769,53.2282078,8.5882194
1300468088,53.2306986,8.6722412
1300468114,53.2298858,8.6653868
1300468117,53.2288157,8.6603591
1300475538,53.2323103,8.5175172
1300475544,53.2320057,8.5233587
1300475552,53.2313448,8.5176154
1300489293,53.2472173,8.5819698
1300537981,53.2173698,8.5868534
1300538013,53.228948,8.5948785
1301942458,53.245658,8.5869669
1301942459,53.2456067,8.5866451
1301942460,53.2454414,8.5853919
1301942461,53.2457731,8.5852218
1301942462,53.2441734,8.5855736
1301942463,53.2447193,8.5854898
1301942464,53.2448755,8.5869843
1301942465,53.244439,8.5874524
1301942466,53.2443444,8.5871255
